Name,Sale Price,Category,Availability,URL,Author,ISBN10,Pages,Publisher,Language,Dimensions,Weight,Rating
"The Elder Scrolls Online - Volumes I & II: The Land & The Lore (Box Set) Hardcover – September 5, 2017",$37.79,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/1783293225,Bethesda Softworks,1783293225,144 pages,"Titan Books; Slp edition (September 5, 2017)",English,8.2 x 2.2 x 10.6 inches,4.6 pounds,4.3 out of 5 stars
"Berserk, Vol. 19 Paperback – October 9, 2007",$12.56,Books > Comics & Graphic Novels > Manga,In Stock.,http://www.amazon.com/gp/product/1593077440,Kentaro Miura,1593077440,232 pages,"Dark Horse Comics (October 9, 2007)",English,5.1 x 0.7 x 7.3 inches,5.6 ounces,4.1 out of 5 stars
"A Darker Shade of Magic Collector's Edition: A Novel (Shades of Magic) Hardcover – October 31, 2017",$15.04,Books > Literature & Fiction > Action & Adventure,In Stock.,http://www.amazon.com/gp/product/0765399113,V. E. Schwab,0765399113,432 pages,"Tor Books; Collectors edition (October 31, 2017)",English,5.8 x 1.4 x 8.5 inches,1.2 pounds,5.0 out of 5 stars
"Berserk, Vol. 21 Paperback – February 5, 2008",$13.84,Books > Comics & Graphic Novels > Manga,In Stock.,http://www.amazon.com/gp/product/1593077467,Kentaro Miura,1593077467,240 pages,"Dark Horse Manga (February 5, 2008)",English,5.1 x 0.7 x 7.2 inches,6.4 ounces,4.5 out of 5 stars
"Forsaking Home (The Survivalist Series) Paperback – June 24, 2014",$10.98,Books > Literature & Fiction > Action & Adventure,In Stock.,http://www.amazon.com/gp/product/0142181307,A. American,0142181307,384 pages,"Plume (June 24, 2014)",English,5.3 x 0.8 x 7.9 inches,8.8 ounces,4.6 out of 5 stars
"Heir of Novron, Vol. 3(Riyria Revelations) Paperback – January 31, 2012",$14.46,Books > Literature & Fiction > Action & Adventure,In Stock.,http://www.amazon.com/gp/product/0316187712,Michael J. Sullivan,0316187712,960 pages,"Orbit; 1 edition (January 31, 2012)",English,5.5 x 1.8 x 8.2 inches,1.8 pounds,4.8 out of 5 stars
"Star Trek Cats Hardcover – February 28, 2017",$10.80,Books > Humor & Entertainment > Humor,In Stock.,http://www.amazon.com/gp/product/145215841X,Jenny Parks,145215841X,64 pages,"Chronicle Books (February 28, 2017)",English,6.9 x 0.4 x 6.9 inches,8.8 ounces,4.6 out of 5 stars
"The Shadow of What Was Lost (The Licanius Trilogy) Paperback – May 9, 2017",$11.55,Books > Literature & Fiction > World Literature,In Stock.,http://www.amazon.com/gp/product/0316274070,James Islington,0316274070,736 pages,"Orbit; Reprint edition (May 9, 2017)",English,6 x 2 x 9.2 inches,1.6 pounds,4.3 out of 5 stars
"Spider-Man: Birth of Venom Paperback – April 4, 2007",$20.39,Books > Teen & Young Adult > Literature & Fiction,In Stock.,http://www.amazon.com/gp/product/0785124985,Jim ShooterRoger Stern,0785124985,352 pages,"Marvel; Direct Ed edition (April 4, 2007)",English,6.1 x 0.5 x 10.2 inches,1.2 pounds,4.4 out of 5 stars
"Call for the Dead: A George Smiley Novel Paperback – October 2, 2012",$12.86,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/0143122576,John le Carré,0143122576,176 pages,"Penguin Books; Reprint edition (October 2, 2012)",English,5.5 x 0.5 x 8.2 inches,5.6 ounces,4.2 out of 5 stars
"The Twelve Lives of Samuel Hawley: A Novel Paperback – January 30, 2018",$13.16,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/0812989902,Hannah Tinti,0812989902,416 pages,"Dial Press Trade Paperback; Reprint edition (January 30, 2018)",English,5.2 x 0.9 x 8 inches,12 ounces,4.2 out of 5 stars
"Cockroaches: The Second Inspector Harry Hole Novel (Harry Hole Series) Paperback – February 11, 2014",$11.71,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/0345807154,Jo Nesbo,1784703354,384 pages,"Vintage Crime/Black Lizard; Reprint edition (February 11, 2014)",English,5.2 x 0.8 x 8 inches,10.4 ounces,4.2 out of 5 stars
"Thrice the Brinded Cat Hath Mew'd: A Flavia de Luce Novel Paperback – October 3, 2017",$11.00,"Books > Mystery, Thriller & Suspense > Mystery",In Stock.,http://www.amazon.com/gp/product/0345539974,Alan Bradley,0345539974,368 pages,"Bantam; Reprint edition (October 3, 2017)",English,5.1 x 0.8 x 7.9 inches,9.8 ounces,4.4 out of 5 stars
"True Believer Mass Market Paperback – March 1, 2007",$6.39,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/0446618152,Nicholas Sparks,0446618152,465 pages,"Grand Central Publishing; Reissue edition (March 1, 2007)",English,4.1 x 1 x 6.8 inches,4 ounces,4.4 out of 5 stars
"The Charm School Paperback – July 25, 2017",$10.87,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/1538744287,Nelson DeMille,1538744287,800 pages,"Grand Central Publishing; Reissue edition (July 25, 2017)",English,5.2 x 2.2 x 8 inches,1.4 pounds,4.6 out of 5 stars
"Ill Will: A Novel Paperback – January 9, 2018",$11.59,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/0345476050,Dan Chaon,0345476050,496 pages,"Ballantine Books; Reprint edition (January 9, 2018)",English,5.1 x 1 x 8 inches,12.3 ounces,3.3 out of 5 stars
"Cold Wind (A Joe Pickett Novel) Paperback – March 6, 2012",$7.48,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/0425246914,C. J. Box,0425246914,496 pages,"G.P. Putnam's Sons; Reprint edition (March 6, 2012)",English,4.2 x 1 x 7.6 inches,9.9 ounces,4.6 out of 5 stars
"The Namesake: A Novel Paperback – September 1, 2004",$8.09,Books > Literature & Fiction > United States,In Stock.,http://www.amazon.com/gp/product/0618485228,Jhumpa Lahiri,0618485228,291 pages,"Mariner Books; Reprint edition (September 1, 2004)",English,5.5 x 0.7 x 8.2 inches,11.2 ounces,4.3 out of 5 stars
"Seveneves Paperback – May 17, 2016",$11.19,Books > Science Fiction & Fantasy > Science Fiction,In Stock.,http://www.amazon.com/gp/product/0062334514,Neal Stephenson,0062334514,880 pages,"William Morrow Paperbacks; Reprint edition (May 17, 2016)",English,5.3 x 2 x 8 inches,1.4 pounds,4.0 out of 5 stars
"Secrets in Death: An Eve Dallas Novel (In Death, Book 45) Mass Market Paperback – January 2, 2018",$5.79,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/1250123178,J. D. Robb,1250123178,416 pages,"St. Martin's Paperbacks; Reprint edition (January 2, 2018)",English,4.1 x 1.1 x 6.9 inches,7.2 ounces,4.7 out of 5 stars
"Saga, Vol. 3 Paperback – March 25, 2014",$9.74,Books > Comics & Graphic Novels > Graphic Novels,In Stock.,http://www.amazon.com/gp/product/1607069318,Brian K Vaughan,1607069318,144 pages,"Image Comics; First Edition edition (March 25, 2014)",English,6.4 x 0.6 x 10 inches,12 ounces,4.8 out of 5 stars
"Secrets for the Mad: Obsessions, Confessions, and Life Lessons Paperback – November 7, 2017",$12.78,Books > Biographies & Memoirs > Arts & Literature,In Stock.,http://www.amazon.com/gp/product/150118010X,Dodie Clark,150118010X,256 pages,"Atria/Keywords Press (November 7, 2017)",English,5.5 x 0.8 x 7.5 inches,12.6 ounces,4.7 out of 5 stars
"Perfume: The Story of a Murderer Paperback – February 13, 2001",$13.47,"Books > Mystery, Thriller & Suspense > Mystery",In Stock.,http://www.amazon.com/gp/product/0375725849,Patrick Suskind,0375725849,255 pages,"Vintage; Reprint edition (February 13, 2001)",English,5.2 x 0.8 x 8 inches,10.4 ounces,4.1 out of 5 stars
"The Complete Short Stories of Ernest Hemingway: The Finca Vigia Edition Paperback – August 3, 1998",$12.83,Books > Christian Books & Bibles > Bible Study & Reference,In Stock.,http://www.amazon.com/gp/product/0684843323,Ernest Hemingway,0684843323,650 pages,"Scribner; Finca Vig Ia Ed edition (August 3, 1998)",English,5.5 x 1.5 x 8.2 inches,1.3 pounds,4.4 out of 5 stars
"For Whom the Bell Tolls Paperback – July 1, 1995",$11.59,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/0684803356,Ernest Hemingway,0684803356,480 pages,"Scribner (July 1, 1995)",English,5.2 x 1.1 x 8 inches,13.6 ounces,4.1 out of 5 stars
"Pride and Prejudice Paperback – November 21, 2017",$9.09,Books > Literature & Fiction > Classics,In Stock.,http://www.amazon.com/gp/product/1503290565,Jane Austen,1503290565,226 pages,"CreateSpace Independent Publishing Platform (November 21, 2017)",English,6 x 0.5 x 9 inches,14.2 ounces,4.5 out of 5 stars
"Sojourn: The Legend of Drizzt, Book 3 (Forgotten Realms) Mass Market Paperback – June 13, 2006",$7.19,Books > Literature & Fiction > Action & Adventure,In Stock.,http://www.amazon.com/gp/product/0786940077,R.A. Salvatore,0786940077,346 pages,"Wizards of the Coast; 1st edition (June 13, 2006)",English,4.2 x 0.9 x 6.9 inches,6.4 ounces,4.7 out of 5 stars
"Prince Lestat and the Realms of Atlantis: The Vampire Chronicles Paperback – May 30, 2017",$11.00,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/0804173141,Anne Rice,0804173141,560 pages,"Anchor; Reprint edition (May 30, 2017)",English,5.2 x 0.9 x 8 inches,11.4 ounces,4.3 out of 5 stars
"Replay Paperback – July 22, 1998",$11.20,Books > Science Fiction & Fantasy > Fantasy,In Stock.,http://www.amazon.com/gp/product/068816112X,Ken Grimwood,068816112X,320 pages,"William Morrow Paperbacks (July 22, 1998)",English,5.5 x 0.8 x 8.2 inches,1 pounds,4.6 out of 5 stars
"Sword Art Online, Vol. 2: Aincrad Paperback – August 26, 2014",$10.93,Books > Literature & Fiction > World Literature,In Stock.,http://www.amazon.com/gp/product/0316376817,Reki Kawahara,0316376817,256 pages,"Yen On (August 26, 2014)",English,5.8 x 0.8 x 8.2 inches,10.6 ounces,4.6 out of 5 stars
"Staying Alive: A Post-Apocalyptic EMP Survival Thriller (The EMP) Paperback – October 24, 2017",$8.45,Books > Literature & Fiction > Action & Adventure,In Stock.,http://www.amazon.com/gp/product/1973162261,Ryan Westfield,1973162261,270 pages,"Independently published (October 24, 2017)",English,5 x 0.6 x 8 inches,10.9 ounces,3.9 out of 5 stars
"2: Dragons of Winter Night (Dragonlance Chronicles, Volume II) Mass Market Paperback – April 1, 2000",$7.99,Books > Literature & Fiction > Action & Adventure,In Stock.,http://www.amazon.com/gp/product/0786916095,Margaret WeisTracy Hickman,0786916095,400 pages,"Wizards of the Coast; New edition edition (April 1, 2000)",English,4.2 x 1 x 6.9 inches,7.2 ounces,4.7 out of 5 stars
"The Complete Elfquest Volume 2 Paperback – February 17, 2015",$23.13,Books > Comics & Graphic Novels > Graphic Novels,In Stock.,http://www.amazon.com/gp/product/1616554088,Wendy Pini,1616554088,552 pages,"Dark Horse Books (February 17, 2015)",English,7 x 1.4 x 9.7 inches,3 pounds,4.6 out of 5 stars
"Cadia Stands (Astra Militarum) Paperback – March 6, 2018",$11.00,Books > Science Fiction & Fantasy > Science Fiction,In Stock.,http://www.amazon.com/gp/product/1784966681,Justin D. Hill,1784966681,320 pages,"Games Workshop (March 6, 2018)",English,5.1 x 1 x 7.8 inches,7.8 ounces,4.6 out of 5 stars
"The Mitford Murders: A Mystery Hardcover – January 23, 2018",$14.98,Books > Literature & Fiction > British & Irish,In Stock.,http://www.amazon.com/gp/product/1250170788,Jessica Fellowes,1250170788,432 pages,"Minotaur Books; First Edition edition (January 23, 2018)",English,6.4 x 1.4 x 9.6 inches,1.2 pounds,4.1 out of 5 stars
"The Firm: A Novel Paperback – August 25, 2009",$8.30,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/0440245923,John Grisham,0440245923,544 pages,"Dell; Reprint edition (August 25, 2009)",English,4.2 x 1.3 x 7.5 inches,11.4 ounces,4.6 out of 5 stars
"The Crush Mass Market Paperback – October 31, 2017",$4.96,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/1478948078,Sandra Brown,1478948078,464 pages,"Grand Central Publishing (October 31, 2017)",English,4.2 x 1.2 x 6.8 inches,7.8 ounces,4.4 out of 5 stars
"I'm Thinking of Ending Things: A Book Club Recommendation! Paperback – March 21, 2017",$8.24,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/1501126946,Iain Reid,1501126946,240 pages,"Gallery/Scout Press; Reprint edition (March 21, 2017)",English,5.5 x 0.6 x 8.4 inches,5.6 ounces,3.2 out of 5 stars
"Extreme Prey (A Prey Novel) Paperback – April 4, 2017",$8.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/0399573798,John Sandford,0399573798,448 pages,"G.P. Putnam's Sons (April 4, 2017)",English,4.2 x 0.9 x 7.6 inches,6.4 ounces,4.6 out of 5 stars
"As the Crow Flies: A Longmire Mystery Paperback – May 28, 2013",$10.07,"Books > Mystery, Thriller & Suspense > Mystery",In Stock.,http://www.amazon.com/gp/product/0143123297,Craig Johnson,0143123297,352 pages,"Penguin Books; Reprint edition (May 28, 2013)",English,5.1 x 0.6 x 7.7 inches,7.8 ounces,4.7 out of 5 stars
"Below the Belt (A Stone Barrington Novel) Paperback – August 29, 2017",$8.34,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/0399573984,Stuart Woods,0399573984,384 pages,"G.P. Putnam's Sons; Reprint edition (August 29, 2017)",English,4.2 x 1 x 7.6 inches,7.2 ounces,4.3 out of 5 stars
"The Kill Artist Mass Market Paperback – April 6, 2004",$8.20,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/0451209338,Daniel Silva,0451209338,433 pages,"Berkley (April 6, 2004)",English,4.3 x 1.1 x 7.6 inches,10.4 ounces,4.3 out of 5 stars
"Any Day Now (Sullivan's Crossing) Mass Market Paperback – February 20, 2018",$8.99,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/0778331180,Robyn Carr,0778331180,400 pages,"MIRA; Reprint edition (February 20, 2018)",English,4.1 x 1.1 x 6.6 inches,6.9 ounces,4.5 out of 5 stars
"Fly Away: A Novel Paperback – March 25, 2014",$9.80,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/1250031818,Kristin Hannah,1250031818,448 pages,"St. Martin's Griffin; Reprint edition (March 25, 2014)",English,5.5 x 1.1 x 8.2 inches,10.4 ounces,4.4 out of 5 stars
"Manhunt: A Michael Bennett Story (BookShots) Paperback – November 7, 2017",$4.07,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/0316473499,James PattersonJames O. Born,0316473499,144 pages,"BookShots (November 7, 2017)",English,5 x 0.5 x 7 inches,3.5 ounces,4.3 out of 5 stars
"Doctor Sleep: A Novel Mass Market Paperback – July 26, 2016",$6.11,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/1451698860,Stephen King,1451698860,672 pages,"Pocket Books; Reprint edition (July 26, 2016)",English,4.1 x 1.4 x 7.5 inches,10.4 ounces,4.6 out of 5 stars
"A Fall of Marigolds Paperback – February 4, 2014",$12.82,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/045141991X,Susan Meissner,045141991X,400 pages,"Berkley (February 4, 2014)",English,5.1 x 0.8 x 8.3 inches,9.6 ounces,4.5 out of 5 stars
"The World of All Souls: The Complete Guide to A Discovery of Witches, Shadow of Night, and The Book of Life (All Souls Trilogy) Hardcover – May 8, 2018",$27.50,Books > Literature & Fiction > Genre Fiction,"This title will be released on May 8, 2018.",http://www.amazon.com/gp/product/0735220743,Deborah HarknessColleen Madden,0735220743,496 pages,"Viking (May 8, 2018)",English,1.1 x 1.1 inches,2 pounds,
"Saga, Vol. 2 Paperback – July 2, 2013",$9.37,Books > Comics & Graphic Novels > Graphic Novels,In Stock.,http://www.amazon.com/gp/product/1607066920,Brian K. Vaughan,1607066920,144 pages,"Image Comics (July 2, 2013)",English,6.5 x 0.6 x 10 inches,11.4 ounces,4.8 out of 5 stars
"It Can't Happen Here (Signet Classics) Paperback – January 7, 2014",$8.38,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/0451465644,Sinclair Lewis,0451465644,416 pages,"Signet; Reprint edition (January 7, 2014)",English,4.2 x 0.9 x 7.5 inches,8 ounces,4.3 out of 5 stars
"Enemy of the State (A Mitch Rapp Novel) Hardcover – September 5, 2017",$16.74,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Only 1 left in stock - order soon.,http://www.amazon.com/gp/product/1476783519,Vince FlynnKyle Mills,1476783519,400 pages,"Atria/Emily Bestler Books; 1st Edition edition (September 5, 2017)",English,6.1 x 1.2 x 9.2 inches,1.3 pounds,4.5 out of 5 stars
"The Joker Hardcover – November 4, 2008",$15.99,Books > Comics & Graphic Novels > Graphic Novels,In Stock.,http://www.amazon.com/gp/product/1401215815,Brian AzzarelloLee Bermejo,1401215815,128 pages,"DC Comics (November 4, 2008)",English,6.9 x 0.5 x 10.4 inches,15.5 ounces,4.4 out of 5 stars
"The Time Keeper Paperback – October 1, 2013",$11.84,Books > Christian Books & Bibles > Literature & Fiction,In Stock.,http://www.amazon.com/gp/product/1401312853,Mitch Albom,1401312853,240 pages,"Hachette Books; Reprint edition (October 1, 2013)",English,5.1 x 0.6 x 7.2 inches,4.2 ounces,4.4 out of 5 stars
"Darkfever (Fever Series, Book 1) Mass Market Paperback – August 28, 2007",$7.19,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/0440240980,Karen Marie Moning,9780440240983,384 pages,"Dell; Reprint edition (August 28, 2007)",English,4.2 x 1 x 6.9 inches,7 ounces,4.3 out of 5 stars
"Spice and Wolf, Vol. 19 (light novel): Spring Log II Paperback – March 27, 2018",$9.80,Books > Science Fiction & Fantasy > Fantasy,"This title will be released on March 27, 2018.",http://www.amazon.com/gp/product/1975300122,Isuna Hasekura,1975300122,224 pages,"Yen On; Reprint edition (March 27, 2018)",English,5.5 x 0.6 x 8.2 inches,8.5 ounces,4.2 out of 5 stars
"Star Wars®: The Bounty Hunter Code Hardcover – August 19, 2014",$12.57,Books > Humor & Entertainment > Movies,In Stock.,http://www.amazon.com/gp/product/1452133212,Daniel WallaceRyder WindhamJason Fry,1452133212,160 pages,"Chronicle Books; Updated edition (August 19, 2014)",English,6.2 x 0.8 x 8.6 inches,12 ounces,4.7 out of 5 stars
